shmmitzrach,english_name,food_energy,rephrased_english,rephrased_hebrew
עוגת גבינה פירורים ,"Cake, cheese, with crumbs, homemade",394,"Food item: Cake, cheese, with crumbs, homemade",מזון: עוגת גבינה פירורים
מרק כרובית פרווה,"Soup, cauliflower, non-dairy",49,"Food item: Soup, cauliflower, non-dairy",מזון: מרק כרובית פרווה
לחם שום,"Bread, garlic",301,"Food item: Bread, garlic",מזון: לחם שום
"גבינת שמנת, 16% שומן, טעמים שונים, נפוליאון, תנובה","Cheese, cow milk, cream, 16% fat, various flavors, Tnuva",180,"Food item: Cheese, cow milk, cream, 16% fat, various flavors, Tnuva","מזון: גבינת שמנת, 16% שומן, טעמים שונים, נפוליאון, תנובה"
"מעדן שוקולד, 7.8% שומן, יולו YOLO, טעמים שונים, תנובה","Milk pudding, chocolate, 7.8% fat, YOLO, various flavors, Tnuva",179,"Food item: Milk pudding, chocolate, 7.8% fat, YOLO, various flavors, Tnuva","מזון: מעדן שוקולד, 7.8% שומן, יולו YOLO, טעמים שונים, תנובה"
"גלידה, חטיף פרווה, וניל בציפוי שוקולד, נשנושים, שטראוס","Ice cream bites, non-dairy, chocolate coated, Strauss",324,"Food item: Ice cream bites, non-dairy, chocolate coated, Strauss","מזון: גלידה, חטיף פרווה, וניל בציפוי שוקולד, נשנושים, שטראוס"
"גלידה בשומן צמחי, עוגה, פרווה, שוקולד וניל, פנטסיה, שטראוס ","Ice cream, non-dairy, cake, chocolate vanilla, Fantasia, Strauss",231,"Food item: Ice cream, non-dairy, cake, chocolate vanilla, Fantasia, Strauss","מזון: גלידה בשומן צמחי, עוגה, פרווה, שוקולד וניל, פנטסיה, שטראוס"
"משקה קל, טרופית, הכוכב, בטעם ענבים, ג'אנה","Soft drink, grape, Tropit/Hakohav/Jana",25,"Food item: Soft drink, grape, Tropit/Hakohav/Jana","מזון: משקה קל, טרופית, הכוכב, בטעם ענבים, ג'אנה"
"חטיף מתוק, שוקולד, אצבעות במילוי קרם חלב, קינדר, KINDER","Chocolate, fingers, milk chocolate coated, with assorted fillings, KINDER",564,"Food item: Chocolate, fingers, milk chocolate coated, with assorted fillings, KINDER","מזון: חטיף מתוק, שוקולד, אצבעות במילוי קרם חלב, קינדר, KINDER"
"דג שיבוט (בקלה, קוד), כבד, בשמן דג, משומר","Fish, shabout, cod liver, in fish oil, tinned, Wilifood",420,"Food item: Fish, shabout, cod liver, in fish oil, tinned, Wilifood","מזון: דג שיבוט (בקלה, קוד), כבד, בשמן דג, משומר"
"לחם חי, דל מלח, אנג'ל","Bread, whole wheat, low salt, Angel",240,"Food item: Bread, whole wheat, low salt, Angel","מזון: לחם חי, דל מלח, אנג'ל"
"עוגת היער השחור, גדרון","Cake, Black Forest, Gidron",375,"Food item: Cake, Black Forest, Gidron","מזון: עוגת היער השחור, גדרון"
"מרק עוף עם ציר עוף, גזר,שורש סלרי, בצל ושמן קנולה","Soup, chicken, with chicken bouillon, carrots, celeriac, onion and canola oil",35,"Food item: Soup, chicken, with chicken bouillon, carrots, celeriac, onion and canola oil","מזון: מרק עוף עם ציר עוף, גזר,שורש סלרי, בצל ושמן קנולה"
"שניצל חזה עוף, אפוי ","Shnitzel, chicken breast, baked",222,"Food item: Shnitzel, chicken breast, baked","מזון: שניצל חזה עוף, אפוי"
"סיבים תזונתיים, תוסף מזון, בנפייבר BENEFIBER","Dietary fiber, Benefiber",200,"Food item: Dietary fiber, Benefiber","מזון: סיבים תזונתיים, תוסף מזון, בנפייבר BENEFIBER"
"חזה בגריל, מן הצומח, מופחת שומן/90, טבעול","Chicken breast, vegetarian, grilled, reduced fat/90, Tivall",128,"Food item: Chicken breast, vegetarian, grilled, reduced fat/90, Tivall","מזון: חזה בגריל, מן הצומח, מופחת שומן/90, טבעול"
"דגני בוקר, שוגי, מופחת סוכר, תלמה","Breakfast cereal, Shugi, reduced sugar",385,"Food item: Breakfast cereal, Shugi, reduced sugar","מזון: דגני בוקר, שוגי, מופחת סוכר, תלמה"
"פיצה, בסיס אפוי, ללא גלוטן, מקפוא ","Pizza, baked base, gluten-free, from frozen",301,"Food item: Pizza, baked base, gluten-free, from frozen","מזון: פיצה, בסיס אפוי, ללא גלוטן, מקפוא"
"קפה, אבקה, תחליף מצ'יקוריה - עולש, ללא קפאין","Coffee substitute, chicory, no caffeine, powder",316,"Food item: Coffee substitute, chicory, no caffeine, powder","מזון: קפה, אבקה, תחליף מצ'יקוריה - עולש, ללא קפאין"
"קפה ,מוכן מאבקה להכנת משקה קר, אייס קפה, עלית","Coffee drink, ice coffee, prepared from powder, Elite",69,"Food item: Coffee drink, ice coffee, prepared from powder, Elite","מזון: קפה ,מוכן מאבקה להכנת משקה קר, אייס קפה, עלית"
"קרקר אפוי, קרקר קראנצ', טעמים שונים, עלית","Cracker, baked, cracker crunch, various flavors, Elite",431,"Food item: Cracker, baked, cracker crunch, various flavors, Elite","מזון: קרקר אפוי, קרקר קראנצ', טעמים שונים, עלית"
"פיתה אפויה, פיתה קראנצ', טעמים שונים, עלית","Pita snack, baked, various flavors, Elite",461,"Food item: Pita snack, baked, various flavors, Elite","מזון: פיתה אפויה, פיתה קראנצ', טעמים שונים, עלית"
"ממרח אגוזי לוז, בטעם שוקולד (נוטלה)","Spread, chocolate flavored hazelnut, Nutella",539,"Food item: Spread, chocolate flavored hazelnut, Nutella","מזון: ממרח אגוזי לוז, בטעם שוקולד (נוטלה)"
עוגיות  סנדוויץ אלפחורס לבן/שוקו במילוי ריבת חלב,"Cookies, sandwich, alfajores, with dulce la leche filling",408,"Food item: Cookies, sandwich, alfajores, with dulce la leche filling",מזון: עוגיות  סנדוויץ אלפחורס לבן/שוקו במילוי ריבת חלב
מלוחיה מבושלת ללא מלח,"Jew's mallow (jute, potherb), malouchia,  cooked, boiled, drained, without salt",37,"Food item: Jew's mallow (jute, potherb), malouchia,  cooked, boiled, drained, without salt",מזון: מלוחיה מבושלת ללא מלח
"שווארמה מן הצומח, טבעול","Shawarma, vegetarian, Tivall",220,"Food item: Shawarma, vegetarian, Tivall","מזון: שווארמה מן הצומח, טבעול"
פסטלים במילוי בשר עם שמן קנולה,"Pastilles, meat filling, with canola oil, homemade",289,"Food item: Pastilles, meat filling, with canola oil, homemade",מזון: פסטלים במילוי בשר עם שמן קנולה
"חטיף תמרים ובוטנים,ללא תוספת סוכר,ללא גלוטן, FREE","Snack bar, dates and peanuts, no added sugar, gluten free, FREE",392,"Food item: Snack bar, dates and peanuts, no added sugar, gluten free, FREE","מזון: חטיף תמרים ובוטנים,ללא תוספת סוכר,ללא גלוטן, FREE"
"עלי מאפה פריכים, עלי קרמשניט, מיימונס","Flaky pastry leaves, Kremschnitt leaves, Maimon's",451,"Food item: Flaky pastry leaves, Kremschnitt leaves, Maimon's","מזון: עלי מאפה פריכים, עלי קרמשניט, מיימונס"
"דיונון, (קלמרי) מבושל עם מלח","Squid, steamed or boiled",183,"Food item: Squid, steamed or boiled","מזון: דיונון, (קלמרי) מבושל עם מלח"
"דיונון, (קלמרי) עם ציפוי, מטוגן","Squid, coated, fried",227,"Food item: Squid, coated, fried","מזון: דיונון, (קלמרי) עם ציפוי, מטוגן"
"יוגורט קפוא, בסיס להכנת גלידת יוגורט, (פרוזן), שטראוס","Yoghurt, frozen, 1% fat, Strauss",118,"Food item: Yoghurt, frozen, 1% fat, Strauss","מזון: יוגורט קפוא, בסיס להכנת גלידת יוגורט, (פרוזן), שטראוס"
"לבבות דקל, משומר","Palm hearts, canned",28,"Food item: Palm hearts, canned","מזון: לבבות דקל, משומר"
דג פורל אפוי עם מיץ לימון ללא שמן,"Fish, trout, baked with lemon juice, fat not added",185,"Food item: Fish, trout, baked with lemon juice, fat not added",מזון: דג פורל אפוי עם מיץ לימון ללא שמן
סלט מטבוחה בשמן זית,"Salad, matbucha, with olive oil",48,"Food item: Salad, matbucha, with olive oil",מזון: סלט מטבוחה בשמן זית
"חמין בקר עם תפוחי אדמה,שעועית, ללא תוספת שמן","Beef, stew, with potatoes, beans,  fat not added",111,"Food item: Beef, stew, with potatoes, beans,  fat not added","מזון: חמין בקר עם תפוחי אדמה,שעועית, ללא תוספת שמן"
"חמין בקר עם חיטה, תפוחי אדמה, ללא תוספת שמן","Cholent, beef with wheat, potatoes, fat not added",270,"Food item: Cholent, beef with wheat, potatoes, fat not added","מזון: חמין בקר עם חיטה, תפוחי אדמה, ללא תוספת שמן"
"חמין בקר עם תפוחי אדמה, חומוס, חיטה, ללא תוספת שמן","Cholent, beef with potatoes, chickpeas, wheat, fat not added",122,"Food item: Cholent, beef with potatoes, chickpeas, wheat, fat not added","מזון: חמין בקר עם תפוחי אדמה, חומוס, חיטה, ללא תוספת שמן"
"חמין צמחוני עם ביצה,חומוס,שעועית,תפוח אדמה ושמן סויה","Cholent, vegetarian, with egg, chickpeas, beans, potato and soy oil",111,"Food item: Cholent, vegetarian, with egg, chickpeas, beans, potato and soy oil","מזון: חמין צמחוני עם ביצה,חומוס,שעועית,תפוח אדמה ושמן סויה"
"חמין צמחוני עם חיטה,שעועית,תפוח אדמה ללא תוספת שמן","Cholent, vegetarian with wheat, bean, potatoes, without oil",109,"Food item: Cholent, vegetarian with wheat, bean, potatoes, without oil","מזון: חמין צמחוני עם חיטה,שעועית,תפוח אדמה ללא תוספת שמן"
"קוסקוס מלא, מבושל עם שמן זית","Couscous, whole wheat, cooked with olive oil",128,"Food item: Couscous, whole wheat, cooked with olive oil","מזון: קוסקוס מלא, מבושל עם שמן זית"
"דג דניס בגריל, ללא ציפוי, ללא שמן","Fish, sea bream, grilled, without coating or oil",166,"Food item: Fish, sea bream, grilled, without coating or oil","מזון: דג דניס בגריל, ללא ציפוי, ללא שמן"
"תפוחי אדמה, אפויים, ללא קליפה, עם שמן סויה","Potatoes, peeled, baked, with soy oil",144,"Food item: Potatoes, peeled, baked, with soy oil","מזון: תפוחי אדמה, אפויים, ללא קליפה, עם שמן סויה"
"תמ""י, תחליף לארוחה, אבקה, RENASTART, VITAFLO, מגאפארם","Medical formula, VITAFLO/RENASTART, meal substitute, powder, Megapharm",494,"Food item: Medical formula, VITAFLO/RENASTART, meal substitute, powder, Megapharm","מזון: תמ""י, תחליף לארוחה, אבקה, RENASTART, VITAFLO, מגאפארם"
"יוגורט עזים טבעי, לשתיה, 3.8% שומן, פיראוס ","Yoghurt, goat milk, 3.8% fat, Pireaus",63,"Goat’s milk, typically higher in certain minerals than cow’s milk.","חלב עזים, לרוב עשיר יותר במינרלים מחלב פרה."
ממרח וואסבי WASABI,Wasabi paste,292,Food item: Wasabi paste,מזון: ממרח וואסבי WASABI
"קמח טפיוקה, דוכן גן שמואל","Tapioca flour, Gan Shmuel",399,"Food item: Tapioca flour, Gan Shmuel","מזון: קמח טפיוקה, דוכן גן שמואל"
"ציפוי שוקולד לעוגה, פרווה, גנאש, על בסיס שמנת צמחית","Topping, chocolate, for cake, non-dairy, ganache, imitation cream-based",390,"Food item: Topping, chocolate, for cake, non-dairy, ganache, imitation cream-based","מזון: ציפוי שוקולד לעוגה, פרווה, גנאש, על בסיס שמנת צמחית"
"עוגת שוקולד, ללא קמח","Cake, chocolate, without flour, homemade",476,"Food item: Cake, chocolate, without flour, homemade","מזון: עוגת שוקולד, ללא קמח"
עוגת שמרים שוקולד עם חמאה,"Cake, yeast, chocolate with butter, homemade",394,"Food item: Cake, yeast, chocolate with butter, homemade",מזון: עוגת שמרים שוקולד עם חמאה
"עדשים יבשים, מבושלים ללא מלח, ללא תוספת שומן בבישול","Lentils, orange, cooked without salt, fat not added",116,"Food item: Lentils, orange, cooked without salt, fat not added","מזון: עדשים יבשים, מבושלים ללא מלח, ללא תוספת שומן בבישול"
"סלק, טרי, מבושל ללא מלח, ללא תוספת שומן ","Beets, cooked, boiled, drained, without salt or fat",44,"Food item: Beets, cooked, boiled, drained, without salt or fat","מזון: סלק, טרי, מבושל ללא מלח, ללא תוספת שומן"
"חצילים מבושלים ללא מלח, ללא תוספת שומן בבישול","Eggplant, cooked, no added salt or fat ",35,"Food item: Eggplant, cooked, no added salt or fat","מזון: חצילים מבושלים ללא מלח, ללא תוספת שומן בבישול"
"גרעיני אבטיח עם קליפה, עם מלח ","Seeds, watermelon seed kernels, dried with salt",206,"Food item: Seeds, watermelon seed kernels, dried with salt","מזון: גרעיני אבטיח עם קליפה, עם מלח"
"חטיף דגנים, מצופה שוקולד מריר/חלב/לבן, כולל ילדים, סלים דליס ","Cereal bar, chocolate coating, dark/milk/white, including for children, Slim Delis",486,"Food item: Cereal bar, chocolate coating, dark/milk/white, including for children, Slim Delis","מזון: חטיף דגנים, מצופה שוקולד מריר/חלב/לבן, כולל ילדים, סלים דליס"
